-1.760000 1.000000
-1.740000 1.000000
-1.720000 1.000000
-1.700000 1.000000
-1.680000 1.000000
-1.660000 1.000000
-1.640000 1.000000
-1.620000 1.000000
-1.600000 1.000000
-1.580000 1.000000
-1.560000 1.000000
-1.540000 1.000000
-1.520000 1.000000
-1.500000 1.000000
-1.480000 1.000000
-1.460000 1.000000
-1.440000 1.000000
-1.420000 1.000000
-1.400000 1.000000
-1.380000 1.000000
-1.360000 1.000000
-1.340000 1.000000
-1.320000 1.000000
-1.300000 1.000000
-1.280000 1.000000
-1.260000 1.000000
-1.240000 1.000000
-1.220000 1.000000
-1.200000 1.000000
-1.180000 1.000000
-1.160000 1.000000
-1.140000 1.000000
-1.120000 1.000000
-1.100000 1.000000
-1.080000 1.000000
-1.060000 1.000000
-1.040000 1.000000
-1.020000 1.000000
-1.000000 1.000000
-9.800000 1.000000
-9.600000 1.000000
-9.400000 1.000000
-9.200000 1.000000
-9.000000 1.000000
-8.800000 1.000000
-8.600000 1.000000
-8.400000 1.000000
-8.200000 1.000000
-8.000000 1.000000
-7.800000 1.000000
-7.600000 1.000000
-7.400000 1.000000
-7.200000 1.000000
-7.000000 1.000000
-6.800000 1.000000
-6.600000 1.000000
-6.400000 1.000000
-6.200000 1.000000
-6.000000 1.000000
-5.800000 1.000000
-5.600000 1.000000
-5.400000 1.000000
-5.200000 1.000000
-5.000000 1.000000
-4.800000 1.000000
-4.600000 1.000000
-4.400000 1.000000
-4.200000 1.000000
-4.000000 1.000000
-3.800000 1.000000
-3.600000 1.000000
-3.400000 1.000000
-3.200000 1.000000
-3.000000 1.000000
-2.800000 1.000000
-2.600000 1.000000
-2.400000 1.000000
-2.200000 1.000000
-2.000000 1.000000
-1.800000 1.000000
-1.600000 1.000000
-1.400000 1.000000
-1.200000 1.000000
-1.000000 1.000000
-8.000000 1.000000
-6.000000 1.000000
-4.000000 1.000000
-2.000000 1.000000
4.235165 1.000000
2.000000 0.000000
4.000000 0.000000
6.000000 0.000000
8.000000 0.000000
1.000000 0.000000
1.200000 0.000000
1.400000 0.000000
1.600000 0.000000
1.800000 0.000000
2.000000 0.000000
2.200000 0.000000
2.400000 0.000000
